Filename,Places,Transitions,ptarcs,tparcs,In_Degree,Out_Degree,Rules_set_Active,Tokens,Bonds,Max_bond_degree,Mean_bond_degree,Sd_bond_degree,Tokens_Initial,Initial_Bonds,bonds_created,bonds_destroyed,Bond_Arcs
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_31.lp,10,8,9,9,0.9,0.9,"{'R1': 2, 'R2': 3, 'R3': 2, 'R4': 1, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,4.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_32.lp,10,9,9,9,0.9,0.9,"{'R1': 4, 'R2': 2, 'R3': 2, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_33.lp,10,8,9,17,1.7,0.9,"{'R1': 2, 'R2': 0, 'R3': 2, 'R4': 4, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,3,2.0,2.0,0.0,16.0,3.0,1.0,0.0,7.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_34.lp,10,9,9,9,0.9,0.9,"{'R1': 4, 'R2': 2, 'R3': 2, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_35.lp,10,9,9,11,1.1,0.9,"{'R1': 0, 'R2': 2, 'R3': 4, 'R4': 2, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_36.lp,10,11,11,11,1.1,1.1,"{'R1': 1, 'R2': 3, 'R3': 4, 'R4': 0, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_37.lp,10,9,9,10,1.0,0.9,"{'R1': 2, 'R2': 2, 'R3': 3, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,3.0,2.5,0.7071067811865476,16.0,1.0,1.0,0.0,3.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_38.lp,10,12,12,12,1.2,1.2,"{'R1': 1, 'R2': 3, 'R3': 4, 'R4': 0, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_39.lp,10,10,10,16,1.6,1.0,"{'R1': 2, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,3.0,0.0,5.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_4.lp,10,8,9,14,1.4,0.9,"{'R1': 0, 'R2': 3, 'R3': 2, 'R4': 3, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,2,3.0,2.1666666666666665,0.408248290463863,16.0,2.0,3.0,0.0,7.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_40.lp,10,9,9,11,1.1,0.9,"{'R1': 2, 'R2': 3, 'R3': 2, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_41.lp,10,9,10,13,1.3,1.0,"{'R1': 3, 'R2': 1, 'R3': 2, 'R4': 2, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,4,2.0,2.0,0.0,16.0,4.0,0.0,0.0,8.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_42.lp,10,9,9,10,1.0,0.9,"{'R1': 4, 'R2': 1, 'R3': 2, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_43.lp,10,7,8,9,0.9,0.8,"{'R1': 2, 'R2': 3, 'R3': 1, 'R4': 2, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,2.0,0.0,4.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_44.lp,10,8,9,11,1.1,0.9,"{'R1': 2, 'R2': 1, 'R3': 3, 'R4': 2, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,3.0,0.0,5.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_45.lp,10,10,10,12,1.2,1.0,"{'R1': 2, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_46.lp,10,10,10,12,1.2,1.0,"{'R1': 5, 'R2': 1, 'R3': 1, 'R4': 1, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_47.lp,10,7,8,9,0.9,0.8,"{'R1': 3, 'R2': 2, 'R3': 1, 'R4': 2, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_48.lp,10,8,9,10,1.0,0.9,"{'R1': 2, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_49.lp,10,8,9,11,1.1,0.9,"{'R1': 4, 'R2': 1, 'R3': 1, 'R4': 2, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,1.0,0.0,3.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_5.lp,10,7,8,9,0.9,0.8,"{'R1': 0, 'R2': 3, 'R3': 3, 'R4': 2, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,2,2.0,2.0,0.0,16.0,2.0,1.0,0.0,5.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_6.lp,10,10,11,12,1.2,1.1,"{'R1': 2, 'R2': 3, 'R3': 1, 'R4': 2, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,1.0,0.0,3.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_7.lp,10,9,9,11,1.1,0.9,"{'R1': 1, 'R2': 3, 'R3': 3, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,1,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_8.lp,10,5,6,9,0.9,0.6,"{'R1': 1, 'R2': 2, 'R3': 1, 'R4': 4, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,2,3.0,2.1666666666666665,0.408248290463863,16.0,2.0,1.0,0.0,7.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5/bonds/token_types_16/randomPN_9.lp,10,12,14,19,1.9,1.4,"{'R1': 4, 'R2': 1, 'R3': 0, 'R4': 3, 'R5': 6, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",16,5,3.0,2.0833333333333335,0.28867513459481287,16.0,5.0,3.0,0.0,13.0
